client_id,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
1450,61,f,30,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
1452,72,f,59,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
1453,29,f,33,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
1454,73,m,74,>65,182027,56.40,8746,0.43,0.41,24.14,3.54
1455,73,f,72,>65,182027,56.40,8746,0.43,0.41,24.14,3.54
1456,70,m,71,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
1457,70,f,65,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
1458,67,m,61,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
1459,4,m,23,18-25,149893,67.40,9753,4.32,0.41,37.15,4.84
1460,23,f,66,>65,87419,85.50,8624,3.65,0.87,34.76,2.23
1461,28,m,30,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
1462,49,m,58,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
1463,70,f,63,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
1464,36,f,71,>65,159617,85.20,9198,2.11,0.95,37.36,3.81
1465,36,m,68,>65,159617,85.20,9198,2.11,0.95,37.36,3.81
1466,39,m,46,40-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
1467,65,m,75,>65,114200,43.70,8403,4.91,-0.02,21.34,5.73
1468,77,f,59,25-50,148545,53.50,8909,0.88,1.55,23.73,4.79
1469,54,f,33,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
1470,1,m,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1471,1,f,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1472,1,f,32,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1473,1,f,68,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1474,45,f,28,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
1475,19,m,67,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
1476,70,m,29,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
1478,4,m,30,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
1479,1,m,43,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1480,69,m,56,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
1481,62,f,66,>65,145688,40.70,8544,1.28,0.57,19.30,1.58
1482,46,f,49,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
1483,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1484,1,m,47,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1485,7,m,21,18-25,94725,63.40,9920,5.88,0.61,48.22,2.56
1486,7,f,25,18-25,94725,63.40,9920,5.88,0.61,48.22,2.56
1487,48,f,23,18-25,78955,59.00,9060,0.79,0.66,21.35,2.11
1488,31,m,38,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
1489,6,m,71,>65,77963,51.50,8546,6.16,1.07,36.94,3.48
1490,42,m,71,>65,95907,59.10,8388,0.10,0.53,17.34,2.67
1491,19,m,17,-18,51428,52.70,8402,1.94,0.85,20.40,3.55
1492,9,f,31,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
1493,1,m,77,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1494,1,f,84,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1495,1,f,68,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1496,1,f,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1497,53,f,51,25-50,107911,50.90,8240,0.49,1.03,17.39,3.04
1498,53,m,58,25-50,107911,50.90,8240,0.49,1.03,17.39,3.04
1499,74,f,48,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1500,1,m,18,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
1501,68,m,53,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
1502,68,m,26,25-40,228848,57.20,9893,1.15,0.63,25.15,4.40
1503,58,m,77,>65,109164,63.60,8757,2.37,0.57,21.45,3.67
1504,58,f,81,>65,109164,63.60,8757,2.37,0.57,21.45,3.67
1505,65,f,28,25-40,114200,43.70,8403,4.91,-0.02,21.34,5.73
1506,22,m,68,>65,58400,52.40,8620,0.48,0.15,18.89,1.18
1507,22,f,70,>65,58400,52.40,8620,0.48,0.15,18.89,1.18
1508,67,f,45,40-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
1509,62,f,57,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
1510,34,f,51,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
1511,13,f,37,25-40,53921,41.30,8598,5.16,0.49,32.20,3.01
1512,5,f,57,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
1513,74,m,40,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
1514,68,m,42,40-50,228848,57.20,9893,1.15,0.63,25.15,4.40
1516,38,f,53,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
1517,66,m,43,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
1518,3,f,39,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
1519,3,m,40,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
1520,72,m,43,40-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
1521,5,m,20,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
1522,52,f,31,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
1523,29,f,68,>65,45714,55.60,8843,1.53,0.78,18.66,3.21
1524,30,f,37,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
1525,1,m,56,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1526,1,f,64,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1527,49,m,65,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
1528,57,m,35,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
1529,43,f,27,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
1530,74,f,54,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1531,52,f,39,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
1532,52,m,37,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
1533,55,m,39,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
1534,17,f,47,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
1535,40,m,63,25-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
1536,37,f,32,25-40,114006,62.30,9065,0.17,0.93,36.46,4.92
1537,54,m,20,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
1539,32,m,76,>65,105058,81.00,9272,1.57,0.42,42.10,3.01
1540,36,m,62,25-50,159617,85.20,9198,2.11,0.95,37.36,3.81
1541,36,f,66,>65,159617,85.20,9198,2.11,0.95,37.36,3.81
1542,31,m,80,>65,51313,59.20,8930,2.42,0.68,27.09,3.86
1543,31,f,72,>65,51313,59.20,8930,2.42,0.68,27.09,3.86
1546,28,m,69,>65,72541,36.90,8594,-0.76,0.39,21.40,1.81
1547,28,f,72,>65,72541,36.90,8594,-0.76,0.39,21.40,1.81
1548,70,m,76,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
1549,70,f,71,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
1550,8,f,53,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
1554,55,m,55,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
1555,30,m,49,40-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
1556,66,m,49,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
1557,35,f,40,25-40,88768,80.50,8867,2.66,0.19,39.45,1.11
1558,11,f,72,>65,75637,36.50,9622,0.71,0.14,46.30,0.52
1559,72,m,59,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
1561,1,f,76,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1562,1,m,80,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1563,3,m,21,18-25,75232,41.70,8980,-0.15,0.26,37.46,2.08
1564,40,f,52,25-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
1565,71,m,39,25-40,161227,69.70,8678,-2.39,-0.36,29.69,5.75
1566,15,f,33,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
1567,50,m,69,>65,102609,52.00,8187,0.11,0.62,20.74,5.14
1568,50,f,72,>65,102609,52.00,8187,0.11,0.62,20.74,5.14
1569,54,f,43,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1570,54,m,41,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1571,7,f,32,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
1572,1,f,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1574,18,m,20,18-25,70699,65.30,8968,2.40,0.52,25.81,3.09
1575,55,f,76,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
1576,55,m,80,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
1577,23,m,55,25-50,87419,85.50,8624,3.65,0.87,34.76,2.23
1578,40,f,28,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
1579,27,m,36,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
1580,1,f,31,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1581,56,f,36,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
1582,54,m,65,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1583,1,f,27,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1584,1,f,37,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1585,60,m,64,25-50,110643,51.90,8441,3.37,1.03,18.67,3.97
1586,60,f,65,25-50,110643,51.90,8441,3.37,1.03,18.67,3.97
1587,23,m,71,>65,87419,85.50,8624,3.65,0.87,34.76,2.23
1588,45,m,49,40-50,77917,53.50,8390,0.54,0.61,26.96,2.58
1589,48,f,48,40-50,78955,59.00,9060,0.79,0.66,21.35,2.11
1590,13,f,59,25-50,53921,41.30,8598,5.16,0.49,32.20,3.01
1591,42,f,46,40-50,95907,59.10,8388,0.10,0.53,17.34,2.67
1592,56,m,71,>65,124605,46.00,8772,2.44,0.29,24.12,4.84
1593,56,f,74,>65,124605,46.00,8772,2.44,0.29,24.12,4.84
1594,56,m,60,25-50,124605,46.00,8772,2.44,0.29,24.12,4.84
1595,56,f,45,40-50,124605,46.00,8772,2.44,0.29,24.12,4.84
1596,58,f,21,18-25,109164,63.60,8757,2.37,0.57,21.45,3.67
1597,60,m,43,40-50,110643,51.90,8441,3.37,1.03,18.67,3.97
1598,67,m,74,>65,106054,63.10,8110,-1.56,0.78,29.81,6.16
1599,43,m,35,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
1600,43,f,34,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
1601,42,f,30,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
1602,42,m,31,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
1603,26,m,31,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
1604,26,f,30,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
1605,52,f,19,18-25,139012,61.90,8363,1.69,0.97,19.29,3.00
1606,65,m,17,-18,114200,43.70,8403,4.91,-0.02,21.34,5.73
1607,8,f,58,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
1608,53,m,58,25-50,107911,50.90,8240,0.49,1.03,17.39,3.04
1609,53,f,55,25-50,107911,50.90,8240,0.49,1.03,17.39,3.04
1610,68,f,57,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
1611,59,f,36,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
1612,59,m,40,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
1613,50,m,38,25-40,102609,52.00,8187,0.11,0.62,20.74,5.14
1614,21,m,61,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
1615,74,f,47,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1616,54,m,61,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1617,5,f,49,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
1618,17,f,20,18-25,74062,61.40,8114,2.40,0.24,14.74,2.50
1619,74,f,57,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1620,74,m,63,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1621,76,f,47,40-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
1622,52,m,49,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
1623,36,m,36,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
1624,9,m,34,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
1625,9,f,26,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
1628,12,f,42,40-50,107870,58.00,8754,0.59,0.48,35.56,4.07
1629,28,m,33,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
1630,28,f,35,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
1631,74,m,23,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
1632,8,f,56,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
1633,55,f,27,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
1634,55,m,30,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
1635,75,f,69,>65,138032,64.60,8819,3.20,0.28,31.04,5.52
1636,75,m,67,>65,138032,64.60,8819,3.20,0.28,31.04,5.52
1637,21,m,56,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
1638,40,f,45,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
1639,1,f,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1640,51,f,46,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
1641,31,f,76,>65,51313,59.20,8930,2.42,0.68,27.09,3.86
1642,1,f,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1643,39,f,23,18-25,119895,89.90,10446,-1.70,2.06,40.41,8.37
1644,56,m,23,18-25,124605,46.00,8772,2.44,0.29,24.12,4.84
1645,39,f,38,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
1646,8,m,33,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
1647,71,f,21,18-25,161227,69.70,8678,-2.39,-0.36,29.69,5.75
1648,46,m,47,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
1649,46,f,49,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
1650,1,m,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1651,11,f,33,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
1653,42,m,55,25-50,95907,59.10,8388,0.10,0.53,17.34,2.67
1654,60,m,36,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
1655,74,m,27,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
1656,22,f,31,25-40,58400,52.40,8620,0.48,0.15,18.89,1.18
1657,32,m,64,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
1658,52,f,70,>65,139012,61.90,8363,1.69,0.97,19.29,3.00
1659,1,f,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1660,1,f,17,-18,1204953,100.00,12541,11.15,0.14,76.68,0.36
1661,47,f,46,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
1662,53,m,32,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
1663,19,m,42,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
1664,64,f,81,>65,197099,74.70,9624,-1.11,0.71,22.19,1.96
1665,64,m,87,>65,197099,74.70,9624,-1.11,0.71,22.19,1.96
1666,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1667,1,f,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1668,20,f,50,40-50,70646,58.40,8547,-0.30,0.99,21.98,3.15
1669,47,m,47,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
1670,53,m,38,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
1671,57,f,68,>65,161954,48.00,8720,-0.48,0.77,22.78,4.12
1672,57,m,71,>65,161954,48.00,8720,-0.48,0.77,22.78,4.12
1673,48,m,27,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
1674,11,f,79,>65,75637,36.50,9622,0.71,0.14,46.30,0.52
1675,74,m,59,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1676,53,m,46,40-50,107911,50.90,8240,0.49,1.03,17.39,3.04
1677,53,f,53,25-50,107911,50.90,8240,0.49,1.03,17.39,3.04
1679,67,f,57,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
1680,29,f,24,18-25,45714,55.60,8843,1.53,0.78,18.66,3.21
1681,34,m,59,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
1682,69,m,43,40-50,42821,48.40,8173,0.00,0.00,31.71,7.01
1683,15,f,48,40-50,58796,51.90,9045,0.58,0.47,31.67,3.37
1684,15,m,53,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
1685,61,f,55,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
1686,1,f,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1687,1,m,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1688,32,m,76,>65,105058,81.00,9272,1.57,0.42,42.10,3.01
1689,1,m,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1690,46,f,52,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
1691,21,f,21,18-25,103347,67.00,9104,0.53,0.56,22.51,1.79
1692,62,m,27,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
1693,45,f,19,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
1694,45,m,20,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
1696,1,f,76,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1697,55,f,35,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
1698,55,m,32,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
1699,17,m,44,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
1700,7,m,50,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
1701,7,f,54,25-50,94725,63.40,9920,5.88,0.61,48.22,2.56
1702,53,f,26,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
1703,50,m,81,>65,102609,52.00,8187,0.11,0.62,20.74,5.14
1704,50,f,85,>65,102609,52.00,8187,0.11,0.62,20.74,5.14
1705,19,f,53,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
1706,19,m,55,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
1707,10,m,48,40-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
1709,74,f,47,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1710,54,m,55,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1711,64,f,37,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
1712,64,m,36,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
1713,65,m,64,25-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
1714,58,m,54,25-50,109164,63.60,8757,2.37,0.57,21.45,3.67
1717,73,f,20,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
1718,75,m,61,25-50,138032,64.60,8819,3.20,0.28,31.04,5.52
1719,35,m,29,25-40,88768,80.50,8867,2.66,0.19,39.45,1.11
1720,33,f,65,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
1721,33,m,65,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
1722,68,m,66,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
1723,71,f,18,18-25,161227,69.70,8678,-2.39,-0.36,29.69,5.75
1724,68,f,65,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
1725,76,f,40,25-40,127369,51.20,8369,-7.29,1.15,25.69,5.30
1726,76,m,47,40-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
1727,32,m,48,40-50,105058,81.00,9272,1.57,0.42,42.10,3.01
1728,32,f,53,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
1729,76,m,52,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
1730,40,m,67,>65,128118,85.30,9317,-0.60,0.58,53.94,6.78
1731,17,f,31,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
1733,57,f,25,18-25,161954,48.00,8720,-0.48,0.77,22.78,4.12
1734,26,m,24,18-25,170449,100.00,10787,1.29,0.45,36.09,2.87
1735,26,f,23,18-25,170449,100.00,10787,1.29,0.45,36.09,2.87
1736,41,f,20,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
1737,27,m,44,40-50,67298,43.80,8561,1.46,0.64,16.02,0.97
1738,27,f,36,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
1741,70,m,67,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
1742,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1743,3,m,40,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
1744,50,f,30,25-40,102609,52.00,8187,0.11,0.62,20.74,5.14
1745,23,f,40,25-40,87419,85.50,8624,3.65,0.87,34.76,2.23
1746,11,f,40,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
1747,11,m,43,40-50,75637,36.50,9622,0.71,0.14,46.30,0.52
1748,64,m,23,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
1749,50,f,71,>65,102609,52.00,8187,0.11,0.62,20.74,5.14
1750,23,m,35,25-40,87419,85.50,8624,3.65,0.87,34.76,2.23
1751,54,m,40,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
1752,70,m,21,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
1753,60,f,20,18-25,110643,51.90,8441,3.37,1.03,18.67,3.97
1754,57,m,20,18-25,161954,48.00,8720,-0.48,0.77,22.78,4.12
1755,65,f,34,25-40,114200,43.70,8403,4.91,-0.02,21.34,5.73
1756,1,m,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1757,1,f,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1758,35,m,52,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
1759,63,f,76,>65,86513,50.50,8288,-1.18,0.73,17.47,4.15
1760,77,m,76,>65,148545,53.50,8909,0.88,1.55,23.73,4.79
1761,45,m,51,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
1762,61,m,43,40-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
1763,46,m,32,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
1764,66,m,28,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
1765,9,m,24,18-25,81344,55.30,8899,-6.15,0.58,33.65,3.68
1768,29,m,48,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
1769,12,m,50,40-50,107870,58.00,8754,0.59,0.48,35.56,4.07
1770,12,f,48,40-50,107870,58.00,8754,0.59,0.48,35.56,4.07
1771,54,f,72,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
1772,73,f,20,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
1774,32,f,28,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
1775,73,m,56,25-50,182027,56.40,8746,0.43,0.41,24.14,3.54
1776,30,f,45,40-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
1777,69,f,36,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
1778,69,m,31,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
1779,37,m,64,25-50,114006,62.30,9065,0.17,0.93,36.46,4.92
1780,54,f,45,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1781,67,m,75,>65,106054,63.10,8110,-1.56,0.78,29.81,6.16
1782,19,m,51,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
1783,1,f,53,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1784,2,f,19,18-25,88884,46.70,8507,5.79,0.18,27.19,1.76
1785,39,m,24,18-25,119895,89.90,10446,-1.70,2.06,40.41,8.37
1786,63,f,65,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
1787,63,m,68,>65,86513,50.50,8288,-1.18,0.73,17.47,4.15
1788,1,m,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1789,61,f,66,>65,117897,53.80,8814,-0.45,0.98,17.69,5.25
1790,1,m,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1791,5,f,33,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
1792,54,m,24,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
1793,41,f,54,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
1794,54,f,59,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1795,38,f,39,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
1796,10,m,61,25-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
1797,10,f,58,25-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
1798,70,m,66,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
1799,36,m,40,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
1800,63,f,56,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
1801,66,m,30,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
1802,66,f,35,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
1803,25,f,53,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
1806,5,m,47,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
1807,47,m,64,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
1808,47,f,66,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
1809,24,m,68,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
1810,41,m,80,>65,118650,85.60,9832,-8.21,1.16,50.21,3.90
1811,1,m,60,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1812,36,f,52,25-50,159617,85.20,9198,2.11,0.95,37.36,3.81
1813,36,m,50,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
1814,57,m,59,25-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
1815,16,f,22,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
1816,62,m,48,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
1817,47,f,46,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
1818,47,m,43,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
1819,43,f,20,18-25,161854,76.30,9425,-1.20,0.78,24.64,2.11
1820,50,f,71,>65,102609,52.00,8187,0.11,0.62,20.74,5.14
1821,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1822,71,f,77,>65,161227,69.70,8678,-2.39,-0.36,29.69,5.75
1823,1,f,21,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
1824,69,m,39,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
1825,51,f,25,18-25,121947,70.50,8541,2.81,0.46,30.07,2.74
1826,13,m,62,25-50,53921,41.30,8598,5.16,0.49,32.20,3.01
1827,13,f,58,25-50,53921,41.30,8598,5.16,0.49,32.20,3.01
1828,69,m,37,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
1829,51,f,57,25-50,121947,70.50,8541,2.81,0.46,30.07,2.74
1830,33,m,47,40-50,133777,84.70,8705,1.56,1.86,35.54,6.68
