disp_id,client_id,account_id,type,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
1086,1086,902,OWNER,74,m,26,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
1087,1087,902,DISPONENT,74,f,21,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
1088,1088,903,OWNER,47,f,30,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
1089,1089,904,OWNER,1,m,60,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1090,1090,905,OWNER,35,f,60,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
1091,1091,906,OWNER,59,f,59,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
1092,1092,907,OWNER,41,f,37,25-40,118650,85.60,9832,-8.21,1.16,50.21,3.90
1093,1093,908,OWNER,62,f,23,18-25,145688,40.70,8544,1.28,0.57,19.30,1.58
1094,1094,909,OWNER,30,f,39,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
1095,1095,909,DISPONENT,30,m,45,40-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
1096,1096,910,OWNER,1,f,73,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1097,1097,910,DISPONENT,1,m,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1098,1098,911,OWNER,60,f,51,25-50,110643,51.90,8441,3.37,1.03,18.67,3.97
1099,1099,912,OWNER,65,f,20,18-25,114200,43.70,8403,4.91,-0.02,21.34,5.73
1100,1100,913,OWNER,59,m,48,40-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
1101,1101,914,OWNER,74,m,53,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1102,1102,915,OWNER,72,m,64,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
1103,1103,916,OWNER,1,m,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1104,1104,916,DISPONENT,1,f,44,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1105,1105,917,OWNER,56,m,57,25-50,124605,46.00,8772,2.44,0.29,24.12,4.84
1106,1106,917,DISPONENT,56,f,59,25-50,124605,46.00,8772,2.44,0.29,24.12,4.84
1107,1107,918,OWNER,60,m,38,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
1108,1108,919,OWNER,62,f,44,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
1109,1109,920,OWNER,58,f,68,>65,109164,63.60,8757,2.37,0.57,21.45,3.67
1110,1110,921,OWNER,10,f,71,>65,92084,46.70,10124,5.49,-0.02,44.12,0.55
1111,1111,922,OWNER,61,m,20,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
1112,1112,923,OWNER,13,f,69,>65,53921,41.30,8598,5.16,0.49,32.20,3.01
1113,1113,924,OWNER,11,m,23,18-25,75637,36.50,9622,0.71,0.14,46.30,0.52
1114,1114,925,OWNER,59,m,19,18-25,108871,62.10,8444,-2.66,0.23,22.50,3.36
1115,1115,926,OWNER,36,f,79,>65,159617,85.20,9198,2.11,0.95,37.36,3.81
1116,1116,927,OWNER,69,f,26,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
1117,1117,928,OWNER,20,f,23,18-25,70646,58.40,8547,-0.30,0.99,21.98,3.15
1118,1118,928,DISPONENT,20,m,30,25-40,70646,58.40,8547,-0.30,0.99,21.98,3.15
1119,1119,929,OWNER,54,f,19,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
1120,1120,930,OWNER,41,f,26,25-40,118650,85.60,9832,-8.21,1.16,50.21,3.90
1121,1121,931,OWNER,59,m,60,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
1122,1122,932,OWNER,20,m,78,>65,70646,58.40,8547,-0.30,0.99,21.98,3.15
1123,1123,932,DISPONENT,20,f,77,>65,70646,58.40,8547,-0.30,0.99,21.98,3.15
1124,1124,933,OWNER,21,m,71,>65,103347,67.00,9104,0.53,0.56,22.51,1.79
1125,1125,934,OWNER,9,f,65,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
1126,1126,934,DISPONENT,9,m,64,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
1127,1127,935,OWNER,23,m,25,18-25,87419,85.50,8624,3.65,0.87,34.76,2.23
1128,1128,936,OWNER,7,m,69,>65,94725,63.40,9920,5.88,0.61,48.22,2.56
1129,1129,937,OWNER,43,m,68,>65,161854,76.30,9425,-1.20,0.78,24.64,2.11
1130,1130,938,OWNER,70,f,59,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
1131,1131,939,OWNER,55,f,52,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
1132,1132,939,DISPONENT,55,m,51,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
1133,1133,940,OWNER,37,f,41,40-50,114006,62.30,9065,0.17,0.93,36.46,4.92
1134,1134,940,DISPONENT,37,m,40,25-40,114006,62.30,9065,0.17,0.93,36.46,4.92
1135,1135,941,OWNER,8,m,47,40-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
1136,1136,942,OWNER,9,f,23,18-25,81344,55.30,8899,-6.15,0.58,33.65,3.68
1137,1137,943,OWNER,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
1138,1138,944,OWNER,70,f,29,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
1139,1139,944,DISPONENT,70,m,26,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
1140,1140,945,OWNER,18,m,53,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
1141,1141,946,OWNER,21,f,58,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
1142,1142,947,OWNER,59,f,53,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
1143,1143,947,DISPONENT,59,m,53,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
1145,1145,949,OWNER,58,f,31,25-40,109164,63.60,8757,2.37,0.57,21.45,3.67
1146,1146,950,OWNER,54,m,34,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
1147,1147,951,OWNER,3,m,69,>65,75232,41.70,8980,-0.15,0.26,37.46,2.08
1148,1148,952,OWNER,41,m,58,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
1149,1149,953,OWNER,14,f,23,18-25,177686,74.80,10045,-1.74,0.29,36.30,1.56
1150,1150,954,OWNER,74,f,54,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1151,1151,955,OWNER,59,m,26,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
1152,1152,956,OWNER,74,m,18,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
1153,1153,957,OWNER,70,f,19,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
1154,1154,958,OWNER,72,m,75,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
1155,1155,958,DISPONENT,72,f,77,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
1156,1156,959,OWNER,1,f,66,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1157,1157,960,OWNER,4,f,41,40-50,149893,67.40,9753,4.32,0.41,37.15,4.84
1158,1158,961,OWNER,1,f,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1159,1159,962,OWNER,64,m,55,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
1160,1160,962,DISPONENT,64,f,61,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
1161,1161,963,OWNER,7,m,26,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
1162,1162,964,OWNER,26,f,24,18-25,170449,100.00,10787,1.29,0.45,36.09,2.87
1163,1163,965,OWNER,20,m,35,25-40,70646,58.40,8547,-0.30,0.99,21.98,3.15
1164,1164,966,OWNER,15,f,40,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
1165,1165,967,OWNER,15,f,57,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
1166,1166,968,OWNER,74,m,40,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
1167,1167,968,DISPONENT,74,f,45,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1168,1168,969,OWNER,19,m,21,18-25,51428,52.70,8402,1.94,0.85,20.40,3.55
1169,1169,970,OWNER,18,f,58,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
1170,1170,971,OWNER,12,m,22,18-25,107870,58.00,8754,0.59,0.48,35.56,4.07
1171,1171,972,OWNER,46,f,25,18-25,112709,73.50,8369,-2.09,0.52,24.27,2.05
1172,1172,973,OWNER,54,f,76,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
1173,1173,973,DISPONENT,54,m,77,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
1174,1174,974,OWNER,29,f,29,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
1175,1175,975,OWNER,1,m,74,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1176,1176,975,DISPONENT,1,f,81,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1177,1177,976,OWNER,77,f,60,25-50,148545,53.50,8909,0.88,1.55,23.73,4.79
1178,1178,977,OWNER,1,f,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1179,1179,978,OWNER,1,f,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1180,1180,979,OWNER,21,m,55,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
1181,1181,980,OWNER,1,m,60,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1182,1182,981,OWNER,66,f,53,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
1183,1183,982,OWNER,54,m,57,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1186,1186,984,OWNER,2,f,52,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
1187,1187,985,OWNER,32,f,38,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
1188,1188,985,DISPONENT,32,m,31,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
1189,1189,986,OWNER,74,f,67,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
1190,1190,987,OWNER,15,f,23,18-25,58796,51.90,9045,0.58,0.47,31.67,3.37
1191,1191,987,DISPONENT,15,m,22,18-25,58796,51.90,9045,0.58,0.47,31.67,3.37
1192,1192,988,OWNER,10,f,75,>65,92084,46.70,10124,5.49,-0.02,44.12,0.55
1193,1193,989,OWNER,19,m,73,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
1194,1194,990,OWNER,17,f,60,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
1195,1195,991,OWNER,39,f,60,25-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
1196,1196,992,OWNER,22,m,56,25-50,58400,52.40,8620,0.48,0.15,18.89,1.18
1197,1197,993,OWNER,6,f,33,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
1198,1198,994,OWNER,72,f,24,18-25,226122,62.60,8994,-2.05,0.99,41.75,4.29
1199,1199,995,OWNER,64,f,23,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
1200,1200,996,OWNER,47,f,68,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
1201,1201,997,OWNER,54,m,54,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1202,1202,998,OWNER,47,f,19,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
1204,1204,1000,OWNER,77,f,25,18-25,148545,53.50,8909,0.88,1.55,23.73,4.79
1206,1206,1002,OWNER,50,m,42,40-50,102609,52.00,8187,0.11,0.62,20.74,5.14
1207,1207,1003,OWNER,28,f,60,25-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
1208,1208,1004,OWNER,70,f,24,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
1209,1209,1005,OWNER,36,f,42,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
1210,1210,1006,OWNER,6,m,38,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
1211,1211,1007,OWNER,1,m,21,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
1212,1212,1008,OWNER,13,f,72,>65,53921,41.30,8598,5.16,0.49,32.20,3.01
1213,1213,1009,OWNER,1,m,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1214,1214,1010,OWNER,61,m,59,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
1215,1215,1011,OWNER,45,m,55,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
1216,1216,1012,OWNER,65,f,54,25-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
1217,1217,1013,OWNER,59,m,62,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
1218,1218,1014,OWNER,74,m,19,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
1219,1219,1015,OWNER,1,m,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1220,1220,1016,OWNER,40,f,46,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
1221,1221,1017,OWNER,14,f,26,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
1222,1222,1018,OWNER,7,f,60,25-50,94725,63.40,9920,5.88,0.61,48.22,2.56
1223,1223,1019,OWNER,14,f,44,40-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
1224,1224,1020,OWNER,56,m,61,25-50,124605,46.00,8772,2.44,0.29,24.12,4.84
1225,1225,1021,OWNER,42,m,53,25-50,95907,59.10,8388,0.10,0.53,17.34,2.67
1226,1226,1022,OWNER,33,f,48,40-50,133777,84.70,8705,1.56,1.86,35.54,6.68
1227,1227,1022,DISPONENT,33,m,44,40-50,133777,84.70,8705,1.56,1.86,35.54,6.68
1228,1228,1023,OWNER,21,f,50,40-50,103347,67.00,9104,0.53,0.56,22.51,1.79
1229,1229,1024,OWNER,19,m,28,25-40,51428,52.70,8402,1.94,0.85,20.40,3.55
1231,1231,1026,OWNER,20,f,34,25-40,70646,58.40,8547,-0.30,0.99,21.98,3.15
1232,1232,1026,DISPONENT,20,m,40,25-40,70646,58.40,8547,-0.30,0.99,21.98,3.15
1233,1233,1027,OWNER,68,m,57,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
1234,1234,1028,OWNER,23,m,24,18-25,87419,85.50,8624,3.65,0.87,34.76,2.23
1235,1235,1028,DISPONENT,23,f,20,18-25,87419,85.50,8624,3.65,0.87,34.76,2.23
1236,1236,1029,OWNER,26,f,32,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
1237,1237,1030,OWNER,57,m,76,>65,161954,48.00,8720,-0.48,0.77,22.78,4.12
1238,1238,1031,OWNER,74,m,64,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1239,1239,1032,OWNER,11,f,23,18-25,75637,36.50,9622,0.71,0.14,46.30,0.52
1240,1240,1033,OWNER,32,f,23,18-25,105058,81.00,9272,1.57,0.42,42.10,3.01
1241,1241,1034,OWNER,73,f,57,25-50,182027,56.40,8746,0.43,0.41,24.14,3.54
1242,1242,1035,OWNER,73,f,55,25-50,182027,56.40,8746,0.43,0.41,24.14,3.54
1243,1243,1036,OWNER,11,f,25,18-25,75637,36.50,9622,0.71,0.14,46.30,0.52
1244,1244,1037,OWNER,1,m,35,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1245,1245,1038,OWNER,64,m,20,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
1246,1246,1039,OWNER,70,m,37,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
1247,1247,1039,DISPONENT,70,f,30,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
1248,1248,1040,OWNER,19,m,28,25-40,51428,52.70,8402,1.94,0.85,20.40,3.55
1250,1250,1042,OWNER,43,f,47,40-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
1251,1251,1043,OWNER,1,m,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1252,1252,1043,DISPONENT,1,f,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1253,1253,1044,OWNER,14,f,32,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
1254,1254,1045,OWNER,3,f,60,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
1255,1255,1046,OWNER,1,f,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1256,1256,1047,OWNER,46,f,44,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
1257,1257,1048,OWNER,35,f,71,>65,88768,80.50,8867,2.66,0.19,39.45,1.11
1258,1258,1048,DISPONENT,35,m,75,>65,88768,80.50,8867,2.66,0.19,39.45,1.11
1259,1259,1049,OWNER,18,m,33,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
1260,1260,1050,OWNER,57,f,54,25-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
1261,1261,1050,DISPONENT,57,m,48,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
1262,1262,1051,OWNER,35,m,47,40-50,88768,80.50,8867,2.66,0.19,39.45,1.11
1263,1263,1051,DISPONENT,35,f,40,25-40,88768,80.50,8867,2.66,0.19,39.45,1.11
1264,1264,1052,OWNER,61,f,23,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
1265,1265,1053,OWNER,57,f,41,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
1266,1266,1054,OWNER,71,f,47,40-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
1267,1267,1055,OWNER,29,f,45,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
1268,1268,1055,DISPONENT,29,m,50,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
1269,1269,1056,OWNER,1,f,51,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1270,1270,1057,OWNER,13,m,69,>65,53921,41.30,8598,5.16,0.49,32.20,3.01
1271,1271,1058,OWNER,47,m,64,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
1272,1272,1059,OWNER,8,m,55,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
1273,1273,1060,OWNER,6,m,21,18-25,77963,51.50,8546,6.16,1.07,36.94,3.48
1274,1274,1061,OWNER,44,m,23,18-25,105606,53.00,8254,1.51,0.97,21.26,3.27
1275,1275,1062,OWNER,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1276,1276,1063,OWNER,68,f,57,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
1277,1277,1064,OWNER,70,m,68,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
1278,1278,1065,OWNER,72,m,21,18-25,226122,62.60,8994,-2.05,0.99,41.75,4.29
1279,1279,1066,OWNER,16,m,43,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
1280,1280,1067,OWNER,34,m,47,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
1281,1281,1067,DISPONENT,34,f,50,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
1282,1282,1068,OWNER,52,m,63,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
1283,1283,1069,OWNER,66,f,60,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
1284,1284,1069,DISPONENT,66,m,56,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
1285,1285,1070,OWNER,62,m,60,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
1286,1286,1071,OWNER,52,f,49,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
1287,1287,1072,OWNER,65,f,55,25-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
1288,1288,1073,OWNER,73,m,27,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
1289,1289,1074,OWNER,59,m,53,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
1290,1290,1075,OWNER,35,m,23,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
1291,1291,1076,OWNER,1,f,35,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1292,1292,1077,OWNER,14,m,22,18-25,177686,74.80,10045,-1.74,0.29,36.30,1.56
1293,1293,1078,OWNER,1,m,72,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1294,1294,1078,DISPONENT,1,f,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1295,1295,1079,OWNER,74,f,55,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1296,1296,1080,OWNER,55,f,40,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
1297,1297,1081,OWNER,64,f,81,>65,197099,74.70,9624,-1.11,0.71,22.19,1.96
1298,1298,1081,DISPONENT,64,m,78,>65,197099,74.70,9624,-1.11,0.71,22.19,1.96
1299,1299,1082,OWNER,2,f,79,>65,88884,46.70,8507,5.79,0.18,27.19,1.76
1300,1300,1083,OWNER,45,m,20,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
1303,1303,1085,OWNER,42,f,59,25-50,95907,59.10,8388,0.10,0.53,17.34,2.67
1304,1304,1086,OWNER,37,m,63,25-50,114006,62.30,9065,0.17,0.93,36.46,4.92
1305,1305,1087,OWNER,55,f,54,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
1306,1306,1088,OWNER,32,f,77,>65,105058,81.00,9272,1.57,0.42,42.10,3.01
1307,1307,1089,OWNER,74,m,46,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
1308,1308,1090,OWNER,69,m,45,40-50,42821,48.40,8173,0.00,0.00,31.71,7.01
1309,1309,1091,OWNER,1,m,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
1310,1310,1092,OWNER,41,f,22,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
1311,1311,1093,OWNER,54,f,43,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
1312,1312,1094,OWNER,35,f,64,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
1313,1313,1095,OWNER,54,m,29,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
1314,1314,1095,DISPONENT,54,f,24,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
1315,1315,1096,OWNER,34,m,76,>65,125236,87.70,9675,-1.06,1.25,41.97,7.05
1316,1316,1097,OWNER,67,f,53,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
1317,1317,1097,DISPONENT,67,m,54,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
1318,1318,1098,OWNER,47,m,68,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
1321,1321,1100,OWNER,35,f,22,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
1322,1322,1101,OWNER,4,f,54,25-50,149893,67.40,9753,4.32,0.41,37.15,4.84
1323,1323,1102,OWNER,70,m,55,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
1324,1324,1103,OWNER,66,f,43,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
1325,1325,1104,OWNER,39,m,54,25-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
1326,1326,1105,OWNER,55,f,43,40-50,157042,33.90,8743,1.50,0.55,24.05,2.16
1327,1327,1106,OWNER,20,f,36,25-40,70646,58.40,8547,-0.30,0.99,21.98,3.15
1328,1328,1107,OWNER,42,f,62,25-50,95907,59.10,8388,0.10,0.53,17.34,2.67
1329,1329,1108,OWNER,26,m,81,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
1330,1330,1109,OWNER,66,m,31,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
1331,1331,1110,OWNER,54,m,36,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
1332,1332,1111,OWNER,5,f,42,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
1333,1333,1112,OWNER,48,m,50,40-50,78955,59.00,9060,0.79,0.66,21.35,2.11
1334,1334,1113,OWNER,8,m,21,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
1335,1335,1114,OWNER,1,f,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1336,1336,1114,DISPONENT,1,m,37,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1337,1337,1115,OWNER,56,f,20,18-25,124605,46.00,8772,2.44,0.29,24.12,4.84
1338,1338,1115,DISPONENT,56,m,16,-18,124605,46.00,8772,2.44,0.29,24.12,4.84
1339,1339,1116,OWNER,22,m,40,25-40,58400,52.40,8620,0.48,0.15,18.89,1.18
1340,1340,1117,OWNER,68,f,60,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
1341,1341,1118,OWNER,69,f,37,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
1343,1343,1120,OWNER,1,f,60,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1344,1344,1120,DISPONENT,1,m,64,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1345,1345,1121,OWNER,32,m,31,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
1346,1346,1122,OWNER,13,m,45,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
1347,1347,1123,OWNER,13,m,29,25-40,53921,41.30,8598,5.16,0.49,32.20,3.01
1348,1348,1123,DISPONENT,13,f,24,18-25,53921,41.30,8598,5.16,0.49,32.20,3.01
1349,1349,1124,OWNER,26,f,31,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
1350,1350,1125,OWNER,1,m,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
1351,1351,1125,DISPONENT,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1352,1352,1126,OWNER,54,f,28,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
1353,1353,1127,OWNER,27,m,40,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
1354,1354,1128,OWNER,64,m,78,>65,197099,74.70,9624,-1.11,0.71,22.19,1.96
1355,1355,1129,OWNER,35,f,23,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
1356,1356,1130,OWNER,1,m,67,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1359,1359,1132,OWNER,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1360,1360,1132,DISPONENT,1,m,53,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1361,1361,1133,OWNER,1,f,77,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1362,1362,1133,DISPONENT,1,m,70,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1363,1363,1134,OWNER,6,f,20,18-25,77963,51.50,8546,6.16,1.07,36.94,3.48
1364,1364,1135,OWNER,1,m,66,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
1365,1365,1135,DISPONENT,1,f,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
1366,1366,1136,OWNER,12,f,19,18-25,107870,58.00,8754,0.59,0.48,35.56,4.07
1367,1367,1137,OWNER,60,f,34,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
1368,1368,1137,DISPONENT,60,m,42,40-50,110643,51.90,8441,3.37,1.03,18.67,3.97
1369,1369,1138,OWNER,41,m,21,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
1370,1370,1139,OWNER,34,f,34,25-40,125236,87.70,9675,-1.06,1.25,41.97,7.05
1371,1371,1140,OWNER,49,f,51,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
1372,1372,1141,OWNER,28,f,23,18-25,72541,36.90,8594,-0.76,0.39,21.40,1.81
1373,1373,1142,OWNER,74,f,24,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
1375,1375,1144,OWNER,69,m,22,18-25,42821,48.40,8173,0.00,0.00,31.71,7.01
1376,1376,1145,OWNER,18,m,41,40-50,70699,65.30,8968,2.40,0.52,25.81,3.09
